Date,Open,High,Low,Close,Adj Close,Volume
2008-03-31,62.980000,67.839996,61.680000,66.989998,64.931122,9560500
2008-04-07,68.709999,69.809998,65.629997,66.269997,64.233269,10872400
2008-04-14,66.120003,71.699997,66.120003,71.599998,69.399460,9424500
2008-04-21,71.959999,73.699997,65.660004,69.389999,67.257378,11134700
2008-04-28,70.000000,71.870003,63.259998,67.589996,65.512680,17296600
2008-05-05,68.500000,72.050003,67.699997,69.669998,67.528763,9246600
2008-05-12,70.029999,71.449997,66.199997,69.599998,67.460945,11255500
2008-05-19,69.900002,76.809998,67.050003,68.720001,66.607964,12540200
2008-05-26,68.330002,68.889999,64.470001,65.760002,63.738930,9133800
2008-06-02,65.430000,72.730003,62.950001,67.959999,65.871315,15594300
2008-06-09,68.010002,70.160004,62.279999,63.299999,61.354534,14474400
2008-06-16,63.779999,68.139999,61.759998,62.599998,60.712803,14613000
2008-06-23,62.599998,66.510002,61.130001,64.779999,62.827091,14034100
2008-06-30,65.820000,72.980003,61.799999,63.639999,61.721462,13237900
2008-07-07,62.730000,65.000000,56.389999,63.169998,61.265614,18530600
2008-07-14,66.489998,67.430000,55.490002,59.220001,57.434708,18494300
2008-07-21,59.720001,61.240002,47.410000,52.110001,50.539059,21882800
2008-07-28,53.910000,55.680000,47.950001,49.009998,47.532501,21804700
2008-08-04,49.060001,49.060001,40.330002,41.799999,40.539856,24799000
2008-08-11,41.529999,45.689999,40.430000,43.259998,41.955849,17731500
2008-08-18,43.000000,48.000000,41.570000,45.470001,44.099232,18788600
2008-08-25,45.169998,49.340000,43.869999,46.419998,45.020580,14241000
2008-09-01,45.020000,45.189999,40.650002,44.310001,42.974197,17707500
2008-09-08,45.240002,45.740002,37.669998,44.009998,42.683247,22114000
2008-09-15,42.009998,54.450001,37.340000,52.090000,50.567360,27315100
2008-09-22,53.099998,53.200001,45.900002,47.630001,46.237717,16974500
2008-09-29,46.470001,46.470001,33.669998,34.150002,33.151764,21815900
2008-10-06,32.000000,32.599998,23.770000,26.860001,26.074858,39400400
2008-10-13,28.690001,37.000000,28.040001,33.200001,32.229527,28789700
2008-10-20,34.509998,37.910000,28.570000,34.529999,33.520645,26712400
2008-10-27,33.130001,44.150002,30.750000,42.220001,40.985863,24567800
2008-11-03,41.630001,43.259998,37.090000,40.189999,39.015209,14588300
2008-11-10,41.610001,42.470001,34.340000,40.619999,39.432629,19049600
2008-11-17,39.990002,42.930000,30.400000,35.599998,34.559380,21209900
2008-11-24,36.430000,42.669998,36.430000,41.470001,40.257790,11424800
2008-12-01,39.480000,39.509998,28.049999,31.200001,30.287994,19640800
2008-12-08,32.709999,40.799999,32.529999,36.150002,35.093292,15773100
2008-12-15,36.750000,37.189999,32.480000,34.340000,33.370575,14712500
2008-12-22,34.230000,34.430000,30.059999,32.009998,31.106350,7543000
2008-12-29,32.470001,37.430000,31.709999,37.080002,36.033218,9901800
2009-01-05,36.799999,41.799999,36.049999,36.840000,35.800007,15905100
2009-01-12,36.330002,36.330002,31.270000,33.209999,32.272472,14824100
2009-01-19,32.000000,35.869999,31.190001,35.250000,34.254898,14392700
2009-01-26,35.110001,37.430000,34.520000,35.840000,34.828236,14886200
2009-02-02,35.110001,39.980000,34.410000,39.580002,38.462658,16597600
2009-02-09,39.779999,41.020000,36.029999,38.619999,37.529758,14168800
2009-02-16,35.110001,37.029999,32.480000,33.169998,32.233601,10001700
2009-02-23,33.730000,37.759998,30.900000,35.570000,34.565853,16329900
2009-03-02,34.610001,38.560001,32.220001,36.980000,35.936054,17968000
2009-03-09,36.349998,39.380001,35.500000,38.810001,37.714386,18056600
2009-03-16,38.750000,43.790001,38.439999,41.029999,39.913216,17148200
2009-03-23,42.290001,45.860001,41.570000,42.689999,41.528034,14764400
2009-03-30,41.590000,46.029999,39.650002,45.110001,43.882168,15091100
2009-04-06,44.419998,44.419998,39.880001,42.720001,41.557217,11522700
2009-04-13,42.099998,43.240002,40.320000,42.580002,41.421028,13269500
2009-04-20,41.490002,42.380001,38.750000,41.869999,40.730358,13725400
2009-04-27,40.799999,44.099998,38.889999,41.480000,40.350964,17096500
2009-05-04,41.919998,46.500000,41.419998,45.889999,44.640934,14901600
2009-05-11,44.680000,45.480000,39.619999,39.930000,38.843151,12474100
2009-05-18,40.369999,43.750000,40.009998,41.939999,40.798443,11366000
2009-05-25,41.400002,46.330002,40.180000,45.810001,44.563114,9666000
2009-06-01,46.830002,48.580002,44.139999,45.230000,43.998913,13242000
2009-06-08,44.549999,48.779999,44.049999,46.810001,45.535889,12010100
2009-06-15,47.500000,48.259998,43.730000,44.509998,43.336590,13719000
2009-06-22,43.799999,43.799999,40.330002,41.939999,40.834332,14250400
2009-06-29,42.220001,42.880001,39.110001,39.419998,38.380772,9641500
2009-07-06,38.410000,38.410000,35.480000,37.709999,36.715866,16362600
2009-07-13,37.590000,44.070000,36.320000,43.540001,42.392166,16568900
2009-07-20,44.090000,46.700001,43.450001,46.650002,45.420174,13457800
2009-07-27,46.560001,46.799999,44.150002,46.410000,45.186501,11857200
2009-08-03,47.130001,48.389999,45.830002,46.360001,45.137825,9367700
2009-08-10,46.480000,48.470001,45.700001,48.400002,47.124039,9559000
2009-08-17,46.840000,51.990002,46.840000,51.639999,50.278622,13690800
2009-08-24,52.230000,52.849998,48.700001,50.380001,49.051849,11264300
2009-08-31,49.279999,49.470001,46.070000,47.689999,46.432758,10841900
2009-09-07,48.250000,52.389999,48.220001,50.360001,49.032375,8436400
2009-09-14,49.740002,52.860001,49.369999,51.259998,49.948277,10820000
2009-09-21,50.220001,52.830002,48.790001,49.480000,48.213829,9645100
2009-09-28,49.840000,50.419998,45.970001,47.099998,45.894733,12240300
2009-10-05,47.070000,53.509998,46.950001,53.040001,51.682724,11397800
2009-10-12,53.369999,57.320000,52.270000,57.099998,55.638832,9985500
2009-10-19,57.200001,60.130001,54.549999,54.980000,53.573086,13061500
2009-10-26,55.369999,56.730000,49.669998,50.049999,48.769245,13072100
