Date,Open,High,Low,Close,Adj Close,Volume
2014-09-22,21.500000,23.410000,21.350000,23.250000,21.840672,71385300
2014-09-29,23.139999,23.610001,22.910000,23.230000,21.821880,17558500
2014-10-06,23.280001,23.370001,22.110001,22.280001,20.929466,6519100
2014-10-13,22.129999,22.790001,21.469999,21.920000,20.591288,12250400
2014-10-20,21.820000,23.490000,21.820000,23.180000,21.774912,6432800
2014-10-27,23.150000,23.920000,22.725000,23.620001,22.188240,8093900
2014-11-03,23.490000,24.480000,23.160000,23.969999,22.517021,6010400
2014-11-10,24.040001,24.250000,23.510000,23.959999,22.601803,5391600
2014-11-17,24.110001,24.209999,23.500000,23.770000,22.422575,3862200
2014-11-24,23.799999,25.090000,23.680000,24.629999,23.233820,2955500
2014-12-01,24.620001,25.219999,23.490000,25.150000,23.724346,7948500
2014-12-08,25.080000,25.410000,24.400000,24.459999,23.073460,6677600
2014-12-15,24.680000,25.600000,24.219999,25.000000,23.582851,13940700
2014-12-22,25.160000,25.590000,24.660000,25.309999,23.875277,3715400
2014-12-29,25.200001,25.510000,24.290001,24.760000,23.356455,2847900
2015-01-05,24.580000,24.680000,23.700001,23.889999,22.535774,5951800
2015-01-12,23.799999,24.190001,22.670000,23.190001,21.875452,6400700
2015-01-19,23.160000,24.160000,22.910000,23.709999,22.365974,3667700
2015-01-26,23.750000,24.639999,23.260000,23.900000,22.545206,7476400
2015-02-02,23.850000,25.000000,23.690001,24.500000,23.111193,6632200
2015-02-09,24.480000,25.670000,24.110001,25.450001,24.107794,5709200
2015-02-16,25.709999,25.740000,24.850000,25.250000,23.918339,5232200
2015-02-23,25.100000,25.100000,24.610001,24.840000,23.529959,3058300
2015-03-02,24.840000,25.799999,24.500000,25.500000,24.155151,7597000
2015-03-09,25.469999,25.780001,24.430000,24.770000,23.463652,9786800
2015-03-16,24.930000,25.840000,24.495001,24.799999,23.492071,12117000
2015-03-23,24.850000,25.240000,23.830000,24.480000,23.188951,83175200
2015-03-30,24.500000,24.680000,24.030001,24.620001,23.321568,20783300
2015-04-06,24.480000,25.299999,24.280001,25.110001,23.785721,20104400
2015-04-13,25.190001,25.660000,24.980000,25.120001,23.795198,13297800
2015-04-20,25.190001,25.980000,24.920000,25.570000,24.221460,14055200
2015-04-27,25.700001,26.302000,25.389999,25.980000,24.609840,15708200
2015-05-04,26.049999,26.469999,25.570000,25.809999,24.543022,12701100
2015-05-11,25.830000,26.590000,25.830000,25.930000,24.657127,16762000
2015-05-18,25.990000,26.990000,25.889999,26.920000,25.598534,17482200
2015-05-25,26.870001,26.990000,26.565001,26.840000,25.522457,25013100
2015-06-01,26.910000,28.350000,26.719999,28.320000,26.929806,27387400
2015-06-08,28.389999,28.709999,27.299999,27.540001,26.188099,46696700
2015-06-15,27.370001,28.459999,27.360001,28.190001,26.806190,53429900
2015-06-22,28.389999,28.540001,27.260000,27.540001,26.188099,26087300
2015-06-29,27.209999,27.870001,26.799999,27.150000,25.817240,13563500
2015-07-06,26.930000,27.350000,26.440001,27.299999,25.959877,14540300
2015-07-13,27.500000,28.181999,27.190001,27.910000,26.539932,13160500
2015-07-20,27.930000,28.170000,25.480000,26.150000,24.866331,23396800
2015-07-27,26.020000,26.629999,25.600000,26.070000,24.790257,95131800
2015-08-03,26.180000,26.840000,25.900000,26.700001,25.487360,31595800
2015-08-10,27.010000,27.260000,25.740000,26.379999,25.181892,22651500
2015-08-17,26.309999,26.580000,24.570000,24.570000,23.454098,15881300
2015-08-24,23.580000,24.990000,21.139999,24.690001,23.568647,28769300
2015-08-31,24.620001,24.940001,23.440001,24.090000,22.995899,19609900
2015-09-07,24.600000,24.990000,24.059999,24.320000,23.215454,12988500
2015-09-14,24.280001,25.139999,23.219999,23.750000,22.671341,25320300
2015-09-21,23.950001,24.139999,23.000000,23.610001,22.537699,16882600
2015-09-28,23.400000,25.230000,22.480000,23.410000,22.346785,28124300
2015-10-05,23.639999,23.830000,23.180000,23.459999,22.394512,22677600
2015-10-12,23.459999,23.780001,22.790001,23.219999,22.165411,14496600
2015-10-19,23.200001,24.299999,22.870001,24.219999,23.119993,31201800
2015-10-26,24.250000,24.490000,23.270000,24.299999,23.196360,68676300
2015-11-02,24.580000,25.969999,24.120001,25.730000,24.561415,58580300
2015-11-09,25.730000,26.129999,25.219999,25.530001,24.470579,49032300
2015-11-16,25.600000,26.309999,25.270000,26.020000,24.940248,23617900
2015-11-23,25.969999,26.500000,25.510000,26.389999,25.294893,15963300
2015-11-30,26.430000,27.139999,26.254999,27.120001,25.994600,41567900
2015-12-07,27.100000,27.170000,25.370001,25.610001,24.547260,26815900
2015-12-14,25.740000,27.080000,25.400000,25.900000,24.825224,35349100
2015-12-21,26.139999,26.680000,25.700001,26.600000,25.496180,14499700
2015-12-28,26.440001,26.805000,26.080000,26.190001,25.103191,9463200
2016-01-04,25.709999,25.990000,23.660000,23.820000,22.831543,32967200
2016-01-11,24.180000,24.240000,21.700001,22.320000,21.393787,44429100
2016-01-18,22.600000,22.705000,19.750000,20.780001,19.917692,53952000
2016-01-25,20.780001,21.950001,19.730000,21.250000,20.368189,178839200
2016-02-01,21.110001,21.209999,19.250000,19.850000,19.026287,55288500
2016-02-08,19.520000,19.760000,18.040001,18.889999,18.193674,47851200
2016-02-15,19.150000,20.250000,18.885000,19.240000,18.530771,30854200
2016-02-22,19.570000,20.110001,18.775000,19.740000,19.012342,34692800
2016-02-29,19.660000,22.230000,19.180000,21.930000,21.121614,36889000
2016-03-07,21.700001,21.934999,20.530001,21.910000,21.102352,32720000
2016-03-14,21.809999,22.549999,21.129999,22.080000,21.266083,36528400
2016-03-21,22.110001,22.250000,21.219999,21.590000,20.794147,14394300
2016-03-28,21.670000,21.730000,20.629999,21.350000,20.562994,25215500
2016-04-04,21.299999,21.650000,20.530001,20.870001,20.100691,30080000
2016-04-11,21.030001,23.280001,21.020000,22.549999,21.718758,24150000
2016-04-18,22.400000,24.240000,22.250000,23.620001,22.749317,33336700
2016-04-25,23.580000,23.830000,22.709999,22.850000,22.007702,20779200
2016-05-02,22.840000,23.090000,21.635000,22.090000,21.275717,20774800
2016-05-09,22.030001,22.629999,21.250000,21.400000,20.719965,28812700
2016-05-16,21.420000,23.485001,21.299999,22.980000,22.249756,27077500
2016-05-23,22.969999,23.855000,22.719999,23.590000,22.840376,20992700
2016-05-30,23.760000,23.879999,22.520000,23.139999,22.404673,21987000
2016-06-06,23.240000,23.700001,22.270000,22.459999,21.746279,21642100
2016-06-13,22.309999,22.719999,20.830000,21.100000,20.429499,35144800
2016-06-20,21.530001,22.129999,19.950001,19.950001,19.316040,43318700
2016-06-27,19.559999,20.120001,18.340000,19.650000,19.025576,61162900
2016-07-04,19.309999,20.010000,18.580000,19.850000,19.219221,30591500
2016-07-11,20.030001,21.360001,19.940001,20.980000,20.313311,25249900
2016-07-18,20.940001,22.500000,20.740000,21.799999,21.107256,41307300
2016-07-25,21.740000,22.750000,21.740000,22.330000,21.620409,31168100
2016-08-01,22.250000,23.450001,21.920000,23.389999,22.646729,28838300
2016-08-08,23.490000,23.690001,22.959999,23.270000,22.652273,20791800
2016-08-15,23.420000,23.680000,23.200001,23.580000,22.954042,20235000
2016-08-22,23.559999,24.160000,23.370001,24.120001,23.479710,20318500
2016-08-29,24.200001,24.959999,24.080000,24.680000,24.024843,27404100
2016-09-05,24.670000,25.070000,24.150000,24.809999,24.151392,19980800
2016-09-12,24.600000,25.110001,23.940001,24.100000,23.460241,31773500
2016-09-19,24.270000,24.565001,23.975000,24.410000,23.762009,21307600
2016-09-26,24.190001,24.820000,23.809999,24.709999,24.054047,29008600
2016-10-03,24.570000,25.799999,24.420000,25.500000,24.823076,23296400
2016-10-10,25.790001,25.909000,24.219999,24.790001,24.131926,22866900
2016-10-17,24.840000,26.090000,24.434999,25.969999,25.280598,21363600
2016-10-24,26.360001,27.209999,26.170000,26.350000,25.650513,27974800
2016-10-31,26.379999,26.850000,25.870001,26.410000,25.708920,29903900
2016-11-07,26.940001,30.000000,26.459999,29.850000,29.190538,51318600
2016-11-14,30.129999,32.134998,30.084999,31.969999,31.263699,50153700
2016-11-21,32.230000,32.630001,31.700001,32.459999,31.742876,20055900
2016-11-28,32.139999,34.910000,31.690001,34.150002,33.395542,32084400
2016-12-05,34.549999,35.750000,33.889999,35.509998,34.725487,28809000
2016-12-12,35.080002,36.049999,34.130001,35.320000,34.539696,37103100
2016-12-19,35.299999,36.330002,34.861000,36.330002,35.527378,17273500
2016-12-26,36.389999,36.560001,35.150002,35.630001,34.842842,11914100
2017-01-02,36.439999,37.080002,35.224998,35.910000,35.116653,16749500
2017-01-09,35.630001,36.980000,35.150002,36.290001,35.488262,20201700
2017-01-16,35.830002,36.180000,33.799999,35.820000,35.028645,28759000
2017-01-23,35.599998,37.950001,35.380001,36.990002,36.172802,25734700
2017-01-30,36.540001,37.160000,35.650002,36.790001,35.977219,22781900
2017-02-06,36.310001,36.919998,35.209999,36.419998,35.752411,25916000
2017-02-13,36.810001,38.430000,36.709999,37.840000,37.146381,20742300
2017-02-20,38.009998,38.230000,36.459999,36.650002,35.978195,23389600
2017-02-27,36.770000,39.750000,36.660000,38.310001,37.607765,26018900
2017-03-06,38.070000,38.639999,36.970001,37.639999,36.950047,16218800
2017-03-13,37.590000,37.869999,36.419998,36.619999,35.948742,29768200
2017-03-20,36.500000,36.650002,33.450001,34.509998,33.877419,30203100
2017-03-27,33.450001,35.290001,32.990002,34.549999,33.916687,31193600
2017-04-03,34.639999,35.549999,34.090000,34.630001,33.995220,21596300
2017-04-10,34.619999,35.090000,33.240002,33.240002,32.630703,16036800
2017-04-17,33.279999,35.750000,33.134998,34.900002,34.260269,27906100
2017-04-24,36.090000,37.250000,35.654999,36.709999,36.037094,35861700
2017-05-01,36.990002,38.009998,36.459999,36.970001,36.292328,18998400
