Date,Open,High,Low,Close,Adj Close,Volume
2011-03-21,35.720001,39.250000,34.000000,39.250000,36.904724,1820400
2011-03-28,39.000000,42.740002,36.580002,40.040001,37.647514,13771800
2011-04-04,39.860001,41.020000,37.509998,38.500000,36.199535,8018000
2011-04-11,38.500000,40.750000,37.279999,40.139999,37.741531,7584200
2011-04-18,39.450001,40.360001,38.590000,39.310001,36.961128,2753700
2011-04-25,39.130001,40.240002,38.099998,40.000000,37.609909,3014700
2011-05-02,39.410000,41.200001,39.049999,39.500000,37.139786,2722500
2011-05-09,39.330002,40.340000,37.970001,38.459999,36.161922,3192900
2011-05-16,38.200001,38.889999,37.849998,38.060001,35.785828,2102000
2011-05-23,37.730000,38.150002,36.290001,36.580002,34.394260,1702900
2011-05-30,36.759998,37.380001,35.240002,35.799999,33.660854,2243400
2011-06-06,35.689999,37.410000,35.509998,36.330002,34.159191,2310300
2011-06-13,36.330002,36.750000,35.860001,35.950001,33.801903,1690500
2011-06-20,35.830002,36.689999,35.250000,35.590000,33.463417,2995700
2011-06-27,35.500000,35.950001,34.230000,34.610001,32.541977,1536500
2011-07-04,34.560001,36.000000,34.180000,35.000000,32.908661,2148800
2011-07-11,34.810001,35.020000,33.009998,33.520000,31.517094,3830800
2011-07-18,33.400002,34.040001,32.910000,33.910000,31.883801,1884900
2011-07-25,33.560001,35.779999,33.340000,33.480000,31.479485,2156400
2011-08-01,33.610001,33.660000,30.150000,31.129999,29.269911,2489300
2011-08-08,30.379999,30.660000,26.490000,28.020000,26.345741,4565000
2011-08-15,28.129999,29.740000,28.120001,28.629999,26.919292,2491700
2011-08-22,28.980000,30.870001,28.100000,30.250000,28.442490,1577700
2011-08-29,30.400000,31.240000,27.549999,27.620001,25.969639,1402900
2011-09-05,27.100000,29.209999,26.389999,26.730000,25.132818,1522200
2011-09-12,26.410000,28.830000,26.400000,28.700001,26.985106,1364400
2011-09-19,28.290001,28.480000,26.680000,27.090000,25.471306,1417700
2011-09-26,27.250000,27.340000,23.549999,24.330000,22.876225,3623500
2011-10-03,24.150000,24.389999,22.620001,23.850000,22.424898,2000400
2011-10-10,24.260000,26.570000,23.950001,26.520000,24.935368,1114100
2011-10-17,26.500000,27.790001,25.770000,27.540001,25.894419,2146900
2011-10-24,27.629999,29.930000,27.520000,29.420000,27.662085,1965800
2011-10-31,29.160000,30.100000,27.740000,29.760000,27.981764,1427600
2011-11-07,29.809999,32.599998,28.660000,30.540001,28.715164,2514000
2011-11-14,30.270000,31.840000,29.620001,30.799999,28.959625,1230300
2011-11-21,30.490000,30.709999,28.930000,29.450001,27.690290,1068400
2011-11-28,30.209999,32.000000,29.850000,31.200001,29.335726,1804000
2011-12-05,31.530001,31.770000,30.270000,30.830000,28.987835,1544200
