,Date,Open,High,Low,Close,Adj Close,Volume,Percent Change,Label
0,2008-03-31,30.4,30.75,30.1,30.125,19.421347,94020600,0.0,0
1,2008-04-07,30.135,30.75,29.934998999999998,30.145,19.434244,79541400,0.012896999999998826,1
2,2008-04-14,30.195,30.92,29.825001,30.055,19.376215,105503000,-0.05802900000000122,0
3,2008-04-21,29.959999,30.5,29.48,29.665001,19.12479,80329000,-0.25142499999999757,0
4,2008-04-28,29.665001,29.950001,29.184998999999998,29.385,18.944279,85972800,-0.1805109999999992,0
5,2008-05-05,29.385,29.49,27.915001,28.075001,18.099729999999997,106210800,-0.8445490000000042,0
6,2008-05-12,28.09,28.700001,28.0,28.535,18.396286,93316600,0.2965560000000025,1
7,2008-05-19,28.549999,29.52,28.225,29.315001000000002,18.899147,118981800,0.5028609999999993,1
8,2008-05-26,29.275,29.42,28.51,28.629998999999998,18.457525,91196600,-0.44162199999999885,0
9,2008-06-02,28.525,28.684998999999998,27.870001000000002,27.9,17.98691,93582000,-0.4706149999999987,0
10,2008-06-09,27.75,29.299999,26.959999,27.709999,17.864414,156291200,-0.12249600000000171,0
11,2008-06-16,27.709999,27.76,26.465,26.83,17.526707000000002,148584800,-0.3377069999999982,0
12,2008-06-23,26.924999,27.309998999999998,25.915001,25.92,16.932245,129694000,-0.594462,0
13,2008-06-30,25.93,26.450001,25.434998999999998,25.74,16.814663,112892400,-0.1175820000000023,0
14,2008-07-07,25.834999,25.889999,24.76,25.135,16.419447,130505200,-0.3952159999999978,0
15,2008-07-14,25.27,26.299999,24.825001,25.014999,16.341061,206477000,-0.07838600000000184,0
16,2008-07-21,25.049999,26.445,24.719998999999998,26.030001000000002,17.004105,128921200,0.6630439999999993,1
17,2008-07-28,26.0,26.610001,25.5,26.57,17.356867,104144600,0.352762000000002,1
18,2008-08-04,26.559998999999998,27.764999,26.450001,27.705,18.098301,107729200,0.7414339999999982,1
19,2008-08-11,27.57,27.92,27.059998999999998,27.530001000000002,17.98398,89215000,-0.11432100000000034,0
20,2008-08-18,27.535,27.68,26.610001,27.184998999999998,17.758608,75218400,-0.22537200000000013,0
21,2008-08-25,27.07,27.295,26.02,26.035,17.007366,74088200,-0.7512419999999977,0
22,2008-09-01,26.110001,26.48,25.6,25.965,16.961647,92355800,-0.04571900000000184,0
23,2008-09-08,26.360001,27.290001,26.15,27.25,17.801071,124152800,0.8394240000000011,1
24,2008-09-15,26.879998999999998,27.885,25.059998999999998,26.360001,17.46637,190682400,-0.334700999999999,0
25,2008-09-22,26.254998999999998,26.33,24.934998999999998,26.24,17.386855999999998,124473400,-0.0795140000000032,0
26,2008-09-29,26.040001,27.5,25.205,26.285,17.416674,161685600,0.029818000000002343,1
27,2008-10-06,25.67,26.145,20.145,20.75,13.749135999999998,250003600,-3.667538000000002,0
28,2008-10-13,21.715,23.764999,21.065001000000002,22.1,14.643657000000001,259499400,0.8945210000000028,1
29,2008-10-20,22.545,23.565001000000002,20.5,20.805,13.785579,178710000,-0.8580780000000008,0
30,2008-10-27,20.575001,23.0,20.5,22.030001000000002,14.597273000000001,153163200,0.811694000000001,1
31,2008-11-03,22.254998999999998,23.495001000000002,21.93,23.125,15.322832,129030800,0.7255589999999987,1
32,2008-11-10,23.434998999999998,23.645,21.405001000000002,22.51,14.915327,156005400,-0.40750500000000045,0
33,2008-11-17,22.309998999999998,22.465,20.25,22.0,14.577392999999999,194348600,-0.3379340000000006,0
34,2008-11-24,22.245001000000002,23.455,21.85,23.434998999999998,15.528234,103006000,0.9508410000000005,1
35,2008-12-01,23.094998999999998,23.285,21.469998999999998,22.99,15.494658,154052800,-0.03357600000000005,0
36,2008-12-08,23.245001000000002,23.530001000000002,21.5,22.285,15.019509,146648600,-0.47514900000000004,0
37,2008-12-15,22.440001000000002,23.395,21.92,22.215,14.972332999999999,163511600,-0.04717600000000033,0
38,2008-12-22,22.365,22.565001000000002,21.93,22.290001,15.022879000000001,57496200,0.05054600000000242,1
39,2008-12-29,22.43,23.0,21.860001,22.950001,15.467697,61858600,0.44481799999999794,1
40,2009-01-05,22.785,22.985001,22.110001,22.299999,15.029619,103015400,-0.4380779999999991,0
41,2009-01-12,22.23,22.334999,21.135,21.92,14.773507999999998,126540600,-0.2561110000000024,0
42,2009-01-19,21.889999,22.25,20.780001000000002,21.1,14.220851999999999,106877600,-0.5526559999999989,0
43,2009-01-26,21.15,22.245001000000002,21.059998999999998,21.360001,14.396082999999999,107463000,0.17523100000000014,1
44,2009-02-02,21.105,21.844998999999998,20.764999,21.775,14.675782,93066000,0.2796990000000008,1
45,2009-02-09,21.66,22.225,20.139999,21.924999,14.776875,170376400,0.10109300000000054,1
46,2009-02-16,21.5,21.860001,21.125,21.42,14.436518,94515600,-0.3403570000000009,0
47,2009-02-23,21.51,21.639999,20.225,20.424999,13.765917000000002,132808800,-0.6706009999999978,0
48,2009-03-02,20.225,20.360001,18.719998999999998,19.549999,13.176186999999999,171814000,-0.589730000000003,0
49,2009-03-09,19.74,20.725,19.325001,20.610001,13.890601,147433200,0.7144140000000014,1
50,2009-03-16,20.73,21.57,20.41,21.32,14.676442000000002,133344800,0.7858410000000013,1
51,2009-03-23,21.58,22.6,21.5,22.549999,15.523156,123777000,0.8467139999999986,1
52,2009-03-30,22.25,22.915001,21.715,22.485001,15.478415,110810200,-0.04474100000000014,0
53,2009-04-06,22.35,22.865,22.23,22.495001000000002,15.485299,61548800,0.006883999999999446,1
54,2009-04-13,22.475,22.754998999999998,21.905001000000002,22.51,15.49562,86049800,0.010321000000001135,1
55,2009-04-20,22.424999,22.5,21.285,21.395,14.728069,151508400,-0.767551000000001,0
56,2009-04-27,21.209999,22.035,21.0,21.235001,14.617932999999999,119537000,-0.11013600000000068,0
57,2009-05-04,21.299999,21.875,21.115,21.459999,14.772812,119887400,0.1548790000000011,1
58,2009-05-11,21.365,22.584999,21.27,22.48,15.474972,147900000,0.7021599999999992,1
59,2009-05-18,22.57,23.855,22.34,23.65,16.280388000000002,146673400,0.8054160000000028,1
60,2009-05-25,23.5,24.58,23.18,24.58,16.920589,112226600,0.6402009999999976,1
61,2009-06-01,24.625,24.969998999999998,24.355,24.719998999999998,17.016962,144516800,0.09637299999999982,1
62,2009-06-08,24.615,24.815001000000002,24.025,24.445,16.827658,102199800,-0.18930399999999992,0
63,2009-06-15,24.305,24.945,23.91,24.405001000000002,17.0896,105023000,0.26194200000000123,1
64,2009-06-22,24.26,24.405001000000002,23.59,24.065001000000002,16.851511,104694400,-0.23808900000000222,0
65,2009-06-29,24.07,24.799999,23.905001000000002,24.440001000000002,17.114103,95385600,0.2625920000000015,1
66,2009-07-06,24.34,24.584999,24.01,24.155001000000002,16.914532,88148000,-0.19957099999999883,0
67,2009-07-13,24.190001000000002,25.440001000000002,24.049999,25.16,17.618285999999998,91731000,0.7037539999999964,1
68,2009-07-20,25.305,25.514999,24.42,24.68,17.28216,119525200,-0.3361259999999966,0
69,2009-07-27,24.68,25.25,24.5,24.92,17.450222,86721000,0.16806199999999905,1
